Unnamed: 0.1,Unnamed: 0,experiment_config,language,language_family,african_proverb,label,Output Type,morpheme_breaks,who,translation,final pass
31773,187077,grok-4.1-fast-gen-eng-literal-Uganda,ganda,bantu,Ne ssanja lyaaliko olulagala.,"Tawi la ndizi lililo zeeka, hapo awali lilikuwa changa na la rangi ya kijani kibichi.",leteral_translate,ne ssanj-a lyaaliko olulagal-a,Luc,with the moon featured painful,with the moon featured painful
30390,178846,smollm3-3b-it-gen-eng-literal-Uganda,ganda,bantu,Engalo ensa zigwanira nyini zo.,Mikono mitupu hufurahisha mwenyewe pekee.,leteral_translate,engalo ens-a zigwanir-a nyin-i zo,Luc,hands sense appropriate own there,the hands. sense appropriate own there
40397,240688,qwen3-4b-gen-eng-literal-Uganda,ganda,bantu,"Obulamu bulinga kisikiriize ria na mukka, buyita mangu ate tebudda.",Maisha ni kama kivuli na ukungu. Hupita haraka na haipo tena.,leteral_translate,obulam-u bul-ing-a kisikiriiz-e ria na muk-ka buyit-a mangu ate tebudd-a,Luc,life is like shade ___.prs four smoke pass quick and not at all,life is like shade a good one four smoke pass quick and not at all
26318,152227,gpt-5-mini-gen-eng-literal-Uganda,ganda,bantu,Oluliimi lwa mukabalo lukaawa.,Ulimi wa wake wenza ni mchungu.,leteral_translate,oluliim-i lwa mukabalo luka-aw-a,Luc,the tongue for the sword coffee,the tongue for the sword coffee
40377,240668,qwen3-4b-gen-eng-literal-Uganda,ganda,bantu,"Enkima bwelemerelwa okutuukirira elyenvu, nti ago tegengedde.","Nyani akishindwa kufikia ndizi zilizoiva kwa mikono yake, husema hayajaiva.",leteral_translate,enk-im-a bwelemerelw-a okutuukirir-a elyenv-u nti ago tegengedd-e,Luc,monkey disability approachable yellow that those unrefined,monkey disability approachable yellow that those unrefined
24943,144504,gemma3-4b-it-gen-eng-literal-Uganda,ganda,bantu,Omwana omubi takaddiwa ewaka.,Msichana asiye mrembo hazeekei kwao.,leteral_translate,omw-an-a omub-i takaddiw-a e-wak-a,,,
26290,152199,gpt-5-mini-gen-eng-literal-Uganda,ganda,bantu,Enyana tesekerera nkunku.,Ndama hamchekelei ng’ombe asiye kuwa na pembe.,leteral_translate,eny-an-a tesekerer-a nkunk-u,,,
30434,178890,smollm3-3b-it-gen-eng-literal-Uganda,ganda,bantu,Sotta abudongo nga bukyaali bubisi.,Ufinyange udongo ungali na maji.,leteral_translate,sott-a abudongo nga bukyaal-i bubis-i,,,
38534,228976,minmax-gen-eng-literal-Uganda,ganda,bantu,"Omwaana owegonjebwa, aweesa nyina ekitiibwa.",Mtoto wa tabia nzuri hufanya mamake aheshimiwe.,leteral_translate,omwa-an-a owegonjebw-a awees-a ny-in-a ekitiibw-a,,,
6745,40780,smollm3-3b-gen_eng_literal-Uganda,ganda,bantu,Abakadde bali mu gandaalo mu kisikiziz kyomuti.,Old men sit in the shade because they planted a tree many years before.,leteral_translate,abakadd-e ba-li mu gandaalo mu kisikiziz kyomut-i,,,
10778,64656,llama3.2-3b-gen_eng_literal-Uganda,ganda,bantu,"Enjovu ebbiri wezilwanira, essubi lisesetera.",Wakati ndovu wawili wanapo pigana nyasi ndio hupondwa.,leteral_translate,enjov-u ebbir-i wezilwanir-a essub-i liseseter-a,,,
40364,240655,qwen3-4b-gen-eng-literal-Uganda,ganda,bantu,"Bwoyo kya enju, oyinza okusazamu omukka?","Ukiichoma nyumba, unaweza kuuficha moshi?",leteral_translate,bwo-yo kya enj-u oyinz-a okusazam-u omuk-ka,,,
1946,12646,qwen3-4b-gen_eng_literal-Uganda,ganda,bantu,"Bwosalawo okulya embwa, lya ensava.","Kama umeamua kumla mbwa, mle aliye mnono.",leteral_translate,bwosalawo o-ku-lya emb-wa lya ensav-a,,,
22171,128839,gemini3-flasth-gen-eng-literal-Uganda,ganda,bantu,"Bwoba oli mulungi, nelwolifa entaanayo elyagalwa.",Kama wewe ni mtu mzuri hata baada ya kifo kaburi lako litapendwa.,leteral_translate,bwoba oli mu-lung-i nelwolif-a entaanayo elyagalw-a,,,
24941,144502,gemma3-4b-it-gen-eng-literal-Uganda,ganda,bantu,"Obulamu bulinga masanda bwoseleera, ogenda mumaaso.",Maisha imejaa maganda ya ndizi. Ukiteleza unaendelea.,leteral_translate,obulam-u bul-ing-a masand-a bwoseleer-a og-end-a mumaaso,,,
2010,12710,qwen3-4b-gen_eng_literal-Uganda,ganda,bantu,Toyonoona muzinga olwokwokebwa ne njuki emu.,Hakuna haja ya mtu kuuharibu mzinga kwa sababu ya kuumwa na nyuki mmoja.,leteral_translate,toyonoon-a muzing-a olwokwokebw-a ne njuki emu,,,
1970,12670,qwen3-4b-gen_eng_literal-Uganda,ganda,bantu,Kyenkola banange sagala bakinkole.,Anaye dhulumu akidhulumiwa husema amekandamizwa.,leteral_translate,kyenkol-a banang-e sagal-a bakinkol-e,,,
10779,64657,llama3.2-3b-gen_eng_literal-Uganda,ganda,bantu,Enjovu telemelerwa sanga lyaayo.,Ndovu hawezi kushindwa kuzibeba pembe zake.,leteral_translate,enjov-u telemelerw-a sanga lyaa-yo,,,
6806,40841,smollm3-3b-gen_eng_literal-Uganda,ganda,bantu,"Omukazi omugumba, ufuna nyo abagenyi.",Mwanamke tasa hupata wageni wengi.,leteral_translate,omu-ka-zi omug-umb-a u-fun-a nyo abageny-i,,,
30345,178801,smollm3-3b-it-gen-eng-literal-Uganda,ganda,bantu,"Ababi okulya, abalungi emilimo.","A crowd is bad for eating, but good for work.",leteral_translate,ababi o-ku-lya aba-lung-i emilimo,,,
6811,40846,smollm3-3b-gen_eng_literal-Uganda,ganda,bantu,Okugezaako oba okugwa si bunafu.,Kujaribu na kushindwa sio uzembe.,leteral_translate,okugezaako oba okugwa si bunaf-u,,,
24878,144439,gemma3-4b-it-gen-eng-literal-Uganda,ganda,bantu,Abakazi abangi bafuula musajja waabwe okwogera,Polygamy makes a husband a double-tongued man,leteral_translate,aba-kaz-i abang-i ba-fuul-a musajj-a wa-abw-e okwoger-a,,,
1964,12664,qwen3-4b-gen_eng_literal-Uganda,ganda,bantu,"Essubi elyokya enyumba embii, iyelyokya ne nungi.",Tochi ya nyasi inayoichoma nyumba mbaya huchoma pia ile nzuri.,leteral_translate,essub-i elyoky-a enyumb-a emb-ii iyelyoky-a ne nung-i,,,
35756,211602,llama3.2-3b-it-gen-eng-literal-Uganda,ganda,bantu,Ebbeere lya nyabo telifuna Bigenge.,Titi la mama halipatwi na ukoma.,leteral_translate,ebbeer-e lya ny-abo telifun-a bigeng-e,,,
12709,78142,kimi-k2-gen-eng-literal-Ethiopia,ganda,bantu,Toyonoona muzinga olwokwokebwa ne njuki emu.,Hakuna haja ya mtu kuuharibu mzinga kwa sababu ya kuumwa na nyuki mmoja.,leteral_translate,toyonoon-a muzing-a olwokwokebw-a ne njuki emu,,,
35787,211633,llama3.2-3b-it-gen-eng-literal-Uganda,ganda,bantu,"Obulamu bulinga masanda bwoseleera, ogenda mumaaso.",Maisha imejaa maganda ya ndizi. Ukiteleza unaendelea.,leteral_translate,obulam-u bul-ing-a masand-a bwoseleer-a og-end-a mumaaso,,,
17895,103171,kimi-k2-gen-eng-literal-Uganda,ganda,bantu,Taata ye ngabo ya maka.,Baba ni ngao ya jamii.,leteral_translate,ta-ata ye ng-abo ya ma-ka,,,
